guest_name,email,country,prima_visita,cibo_preferito
Carlos Moreau,carlos.moreau211@icloud.com,Japan,2025-12-19,vegetariana
John Ferrari,john.ferrari864@gmail.com,Switzerland,2026-05-26,vegetariana
LUCA GRECO,luca.greco361@yahoo.com,Netherlands,2025-04-26,halal
KENJI KOBAYASHI,kenji.kobayashi894@gmail.com,Italy,2026-03-13,halal
Bianchi David,david.bianchi922@outlook.com,Italy,2025-01-12,internazionale
ANNA WATANABE,anna.watanabe76@gmail.com,Netherlands,2025-05-18,pesce
john nakamura,john.nakamura112@yahoo.com,USA,2025-06-08,vegana
David Nakamura,david.nakamura898@gmail.com,Japan,2026-09-08,kosher
HENRI SCHMIDT,henri.schmidt423@icloud.com,UK,2025-03-02,pesce
  Federica Muller  ,federica.muller883@yahoo.com,Spain,2024-12-16,kosher
erik tanaka,erik.tanaka711@gmail.com,USA,2026-08-03,kosher
thomas marino,thomas.marino615@outlook.com,USA,2025-01-03,kosher
arjun lefevre,arjun.lefevre178@gmail.com,UAE,2026-07-11,senza glutine
marco smith,marco.smith764@yahoo.com,Netherlands,2025-12-27,vegana
David Romano,david.romano866@icloud.com,France,2025-11-08,halal
Klaus Martinez,klaus.martinez745@gmail.com,Italy,2026-04-11,senza glutine
  Anna Ibrahim  ,anna.ibrahim17@outlook.com,Netherlands,2026-03-14,pesce
Pierre Greco,pierre.greco24@outlook.com,France,2024-12-07,kosher
ROBERT AL-RASHID,robert.al-rashid91@icloud.com,UK,2026-09-09,italiana
  James Marino  ,james.marino672@outlook.com,UAE,2026-08-12,vegana
Omar Ivanov,omar.ivanov786@outlook.com,Italy,2026-07-20,vegetariana
Leroy Valentina,valentina.leroy458@outlook.com,UAE,2025-12-13,pesce
Lucia Weber,lucia.weber859@gmail.com,USA,2025-09-21,kosher
  Elena Klein  ,elena.klein124@outlook.com,UAE,2025-09-28,vegana
Pierre Petrov,pierre.petrov777@yahoo.com,Spain,2024-09-17,halal
ALESSANDRO MARINO,alessandro.marino973@gmail.com,Switzerland,2025-09-09,italiana
ROBERT ESPOSITO,robert.esposito229@outlook.com,Japan,2025-12-13,pesce
klaus chen,klaus.chen864@outlook.com,Japan,2025-12-31,kosher
Elena Conti,elena.conti979@gmail.com,UAE,2025-06-18,italiana
CHARLOTTE MARINO,charlotte.marino543@outlook.com,Netherlands,2025-08-26,kosher
elena fischer,elena.fischer926@icloud.com,UK,2025-12-20,internazionale
James Petrov,james.petrov31@yahoo.com,Italy,2025-08-05,internazionale
Romano Valentina,valentina.romano965@yahoo.com,Spain,2026-08-22,vegetariana
aiko ricci,aiko.ricci992@yahoo.com,Japan,2026-02-20,kosher
SIMONE SCHMIDT,simone.schmidt639@outlook.com,Japan,2024-09-10,internazionale
James Johnson,james.johnson856@outlook.com,Switzerland,2024-09-21,vegana
Silvia Park,silvia.park115@gmail.com,Italy,2026-02-03,internazionale
Thomas Nakamura,thomas.nakamura419@icloud.com,UAE,2025-07-28,vegetariana
SILVIA AL-RASHID,silvia.al-rashid100@outlook.com,Netherlands,2026-06-21,italiana
  Anna Colombo  ,anna.colombo188@gmail.com,UK,2025-01-15,halal
charlotte yamamoto,charlotte.yamamoto683@outlook.com,Germany,2024-09-16,senza glutine
Giulia Wagner,giulia.wagner524@outlook.com,UAE,2025-07-16,halal
Olga Novak,olga.novak206@outlook.com,Germany,2026-03-25,internazionale
Amelia Colombo,amelia.colombo461@outlook.com,France,2026-08-26,italiana
anna rossi,anna.rossi476@yahoo.com,France,2026-07-13,italiana
YOUSSEF CONTI,youssef.conti473@yahoo.com,USA,2025-09-02,senza glutine
Valentina Tanaka,valentina.tanaka154@yahoo.com,Spain,2026-06-08,kosher
Al-Rashid Isabella,isabella.al-rashid518@yahoo.com,USA,2024-10-31,italiana
YUKI FERRARI,yuki.ferrari367@yahoo.com,Japan,2025-11-03,halal
Ekaterina Tanaka,ekaterina.tanaka996@gmail.com,Italy,2026-08-03,senza glutine
CHIARA BERNARD,chiara.bernard875@icloud.com,Italy,2025-07-20,vegetariana
Olivia Ibrahim,olivia.ibrahim563@yahoo.com,Netherlands,2026-08-21,kosher
Simone Johnson,simone.johnson212@gmail.com,Japan,2025-03-08,vegana
VALENTINA NAKAMURA,valentina.nakamura920@yahoo.com,Switzerland,2024-12-04,senza glutine
Paolo Garcia,paolo.garcia87@icloud.com,Spain,2025-09-22,vegetariana
ingrid dubois,ingrid.dubois703@outlook.com,UK,2026-07-25,kosher
  Robert Kumar  ,robert.kumar841@gmail.com,USA,2025-06-07,kosher
Olivia Kobayashi,olivia.kobayashi916@gmail.com,Spain,2026-06-02,pesce
Erik Costa,erik.costa590@gmail.com,Japan,2025-01-11,internazionale
jean tanaka,jean.tanaka662@icloud.com,Netherlands,2026-04-05,kosher
Olga Rossi,olga.rossi744@icloud.com,Japan,2025-10-17,internazionale
  Priya Smith  ,priya.smith541@icloud.com,Italy,2025-01-17,vegana
Ananya Lefevre,ananya.lefevre425@icloud.com,Italy,2026-03-05,internazionale
henri andersen,henri.andersen184@icloud.com,Spain,2026-03-01,vegetariana
  Olga Lopez  ,olga.lopez870@outlook.com,Netherlands,2025-09-17,internazionale
CARLOS PATEL,carlos.patel35@gmail.com,UK,2025-03-13,vegetariana
Omar Novak,omar.novak133@icloud.com,Spain,2024-12-18,pesce
Giorgia Meyer,giorgia.meyer215@gmail.com,Netherlands,2026-08-19,senza glutine
charlotte sokolov,charlotte.sokolov13@outlook.com,UK,2025-12-29,vegana
  Aiko Al-Farsi  ,aiko.al-farsi339@icloud.com,Japan,2026-06-06,halal
arjun al-rashid,arjun.al-rashid367@yahoo.com,USA,2026-02-10,internazionale
ELENA SCHMIDT,elena.schmidt745@outlook.com,Netherlands,2026-06-16,kosher
CAMILLE PARK,camille.park893@gmail.com,UAE,2025-01-03,italiana
Erik Kobayashi,erik.kobayashi106@icloud.com,Germany,2025-09-08,kosher
ahmed ricci,ahmed.ricci430@outlook.com,Italy,2026-01-08,internazionale
  Arjun Kim  ,arjun.kim720@outlook.com,Spain,2024-12-03,senza glutine
Aiko Dubois,aiko.dubois551@outlook.com,Switzerland,2024-12-27,vegetariana
KLAUS GARCIA,klaus.garcia476@yahoo.com,Switzerland,2025-12-19,pesce
  Matteo Lefevre  ,matteo.lefevre643@yahoo.com,France,2026-07-06,vegetariana
Matteo Nowak,matteo.nowak647@icloud.com,UAE,2026-01-01,internazionale
Yuki Colombo,yuki.colombo920@icloud.com,Switzerland,2024-09-28,italiana
MARIE FERREIRA,marie.ferreira634@yahoo.com,France,2026-08-26,kosher
WILLIAM NOWAK,william.nowak869@outlook.com,UK,2024-12-21,vegetariana
Matteo Tanaka,matteo.tanaka178@outlook.com,USA,2025-03-21,senza glutine
AHMED GIRARD,ahmed.girard152@outlook.com,Japan,2026-08-28,senza glutine
  Federica Lefevre  ,federica.lefevre533@outlook.com,UAE,2026-05-02,internazionale
CHIARA KOBAYASHI,chiara.kobayashi959@gmail.com,Spain,2026-08-09,senza glutine
John Rossi,john.rossi66@yahoo.com,Germany,2026-06-05,vegetariana
chiara sharma,chiara.sharma978@gmail.com,Switzerland,2025-12-27,vegetariana
robert popov,robert.popov124@gmail.com,Italy,2025-05-17,pesce
Priya Nakamura,priya.nakamura434@gmail.com,USA,2025-06-15,senza glutine
ANNA KUMAR,anna.kumar571@icloud.com,Japan,2026-08-14,halal
Girard Olga,olga.girard192@gmail.com,UAE,2026-07-02,senza glutine
Priya Esposito,priya.esposito848@outlook.com,France,2025-07-01,kosher
Garcia Yuki,yuki.garcia550@icloud.com,UK,2025-07-08,vegetariana
WILLIAM LEFEVRE,william.lefevre680@gmail.com,Japan,2025-06-01,pesce
Fatima Kim,fatima.kim790@icloud.com,UK,2025-06-15,halal
AHMED LOPEZ,ahmed.lopez111@gmail.com,Netherlands,2026-07-02,vegana
silvia bernard,silvia.bernard450@gmail.com,France,2024-09-15,internazionale
EMMA GIRARD,emma.girard821@icloud.com,UK,2025-08-09,pesce
Elena Ferrari,elena.ferrari163@gmail.com,UK,2026-08-12,vegana
federica nilsson,federica.nilsson105@outlook.com,Japan,2025-10-01,kosher
valentina meyer,valentina.meyer937@outlook.com,USA,2025-08-16,kosher
chiara greco,chiara.greco692@outlook.com,Japan,2025-06-08,vegetariana
andrea petrov,andrea.petrov449@outlook.com,Netherlands,2024-11-04,italiana
Isabella Sokolov,isabella.sokolov856@outlook.com,Italy,2025-03-12,internazionale
  Francesco Kobayashi  ,francesco.kobayashi677@gmail.com,Italy,2024-11-23,italiana
  Sara Nakamura  ,sara.nakamura409@gmail.com,UAE,2024-12-15,italiana
HENRI BRUNO,henri.bruno788@icloud.com,UAE,2025-01-05,halal
Marco Garcia,marco.garcia938@gmail.com,USA,2025-06-03,kosher
francesco ibrahim,francesco.ibrahim339@yahoo.com,UAE,2024-09-15,halal
matteo nakamura,matteo.nakamura330@outlook.com,Italy,2026-08-16,senza glutine
KENJI AL-RASHID,kenji.al-rashid280@outlook.com,UK,2024-12-14,kosher
Laura Andersen,laura.andersen773@yahoo.com,Italy,2025-07-13,pesce
Klein Alessandro,alessandro.klein729@gmail.com,UK,2026-07-11,internazionale
ALESSANDRO PARK,alessandro.park793@icloud.com,UK,2024-12-05,pesce
GIORGIA WAGNER,giorgia.wagner382@yahoo.com,UK,2025-09-01,pesce
  Marie Fischer  ,marie.fischer168@outlook.com,France,2026-06-24,vegana
ROBERT SHARMA,robert.sharma887@icloud.com,UK,2025-10-17,halal
Schmidt Marco,marco.schmidt979@outlook.com,UAE,2025-02-25,senza glutine
valentina ibrahim,valentina.ibrahim877@outlook.com,France,2026-03-25,vegetariana
ingrid dubois,ingrid.dubois841@outlook.com,Spain,2026-01-24,italiana
Ananya Sokolov,ananya.sokolov500@outlook.com,UK,2025-07-03,vegetariana
  David Klein  ,david.klein74@outlook.com,UK,2024-10-05,kosher
MARIE LOPEZ,marie.lopez462@gmail.com,France,2024-09-13,vegana
marco ibrahim,marco.ibrahim435@icloud.com,UK,2026-06-14,vegana
Olivia Schmidt,olivia.schmidt64@gmail.com,Spain,2025-06-13,senza glutine
Robert Muller,robert.muller421@yahoo.com,Italy,2024-12-20,vegana
Laura Park,laura.park346@gmail.com,UK,2025-09-19,pesce
Luca Tanaka,luca.tanaka186@yahoo.com,UAE,2026-08-01,senza glutine
SARA MULLER,sara.muller965@yahoo.com,UAE,2024-09-14,italiana
AHMED WEBER,ahmed.weber766@outlook.com,UAE,2024-10-16,kosher
PRIYA HASSAN,priya.hassan250@outlook.com,Italy,2025-07-30,vegana
INGRID JOHNSON,ingrid.johnson773@outlook.com,Germany,2026-01-18,senza glutine
Sophie Kobayashi,sophie.kobayashi403@icloud.com,Germany,2025-08-29,senza glutine
LAYLA COSTA,layla.costa637@gmail.com,Spain,2026-07-20,halal
  Francesco Colombo  ,francesco.colombo380@yahoo.com,UAE,2024-10-03,internazionale
MARIA COLOMBO,maria.colombo187@gmail.com,USA,2025-06-22,vegetariana
Robert Bernard,robert.bernard292@yahoo.com,Switzerland,2025-06-27,vegetariana
Ingrid Muller,ingrid.muller18@gmail.com,UK,2025-06-22,kosher
Emma Meyer,emma.meyer365@outlook.com,Switzerland,2025-09-03,italiana
yuki kumar,yuki.kumar225@gmail.com,Switzerland,2026-05-24,pesce
Omar Tanaka,omar.tanaka582@yahoo.com,USA,2025-06-11,kosher
Simone Dubois,simone.dubois917@gmail.com,Netherlands,2026-04-03,vegetariana
Ibrahim Paolo,paolo.ibrahim248@yahoo.com,Italy,2024-12-25,senza glutine
Nakamura Layla,layla.nakamura195@outlook.com,Spain,2025-10-21,halal
kenji kaczmarek,kenji.kaczmarek212@yahoo.com,UK,2025-07-09,pesce
Henri Al-Rashid,henri.al-rashid632@icloud.com,UK,2025-09-29,italiana
Kenji Nakamura,kenji.nakamura915@icloud.com,USA,2024-12-06,vegana
robert patel,robert.patel861@yahoo.com,UK,2026-08-17,halal
giulia nowak,giulia.nowak828@yahoo.com,Germany,2026-07-25,pesce
jean novak,jean.novak676@outlook.com,Switzerland,2026-06-15,internazionale
Giorgia Garcia,giorgia.garcia85@yahoo.com,UAE,2026-07-18,vegetariana
  Arjun Singh  ,arjun.singh548@yahoo.com,Italy,2024-12-25,internazionale
Anna Nakamura,anna.nakamura260@outlook.com,Japan,2025-09-11,italiana
Rossi Luca,luca.rossi17@outlook.com,Netherlands,2025-06-11,italiana
omar bruno,omar.bruno788@gmail.com,UK,2026-07-15,pesce
  Matteo Esposito  ,matteo.esposito468@gmail.com,UAE,2025-02-02,senza glutine
HENRI ESPOSITO,henri.esposito770@yahoo.com,Switzerland,2025-03-07,senza glutine
pierre conti,pierre.conti651@icloud.com,Netherlands,2026-01-30,halal
pierre romano,pierre.romano220@yahoo.com,USA,2024-11-21,halal
  Omar Greco  ,omar.greco949@icloud.com,Germany,2026-03-21,senza glutine
kenji johnson,kenji.johnson710@yahoo.com,USA,2025-04-29,vegetariana
  Maria Suzuki  ,maria.suzuki137@yahoo.com,UK,2026-01-02,pesce
Sara Silva,sara.silva814@gmail.com,UAE,2026-07-08,senza glutine
SILVIA NOWAK,silvia.nowak930@icloud.com,Switzerland,2025-12-06,senza glutine
Diego Ricci,diego.ricci233@gmail.com,Netherlands,2025-02-27,vegetariana
  Laura Kowalski  ,laura.kowalski446@outlook.com,Japan,2024-10-08,kosher
Dubois William,william.dubois557@icloud.com,Switzerland,2024-10-03,pesce
EKATERINA COLOMBO,ekaterina.colombo158@gmail.com,UK,2024-11-21,italiana
HENRI MARTINEZ,henri.martinez316@outlook.com,UK,2025-11-11,kosher
Silvia Lefevre,silvia.lefevre966@yahoo.com,Italy,2025-06-26,pesce
Ekaterina Petrov,ekaterina.petrov729@yahoo.com,UK,2025-04-02,pesce
  Kenji Kowalski  ,kenji.kowalski406@yahoo.com,Germany,2025-03-07,vegana
VALENTINA RICCI,valentina.ricci206@yahoo.com,Spain,2026-08-15,vegana
Matteo Bernard,matteo.bernard387@icloud.com,Japan,2024-12-11,pesce
Youssef Wagner,youssef.wagner29@gmail.com,France,2025-06-04,vegetariana
Muller Chiara,chiara.muller720@yahoo.com,Netherlands,2025-08-26,vegana
WILLIAM GRECO,william.greco902@yahoo.com,USA,2024-09-10,internazionale
camille conti,camille.conti449@outlook.com,UK,2026-08-01,internazionale
Chiara Silva,chiara.silva375@yahoo.com,Netherlands,2024-12-01,pesce
HENRI MULLER,henri.muller295@outlook.com,Spain,2026-01-25,vegetariana
ELENA COLOMBO,elena.colombo972@outlook.com,Spain,2025-12-16,kosher
Charlotte Rossi,charlotte.rossi783@icloud.com,Germany,2026-06-06,vegana
  Anna Weber  ,anna.weber99@outlook.com,Italy,2025-12-27,internazionale
KENJI DUBOIS,kenji.dubois607@yahoo.com,Germany,2026-05-01,senza glutine
Park Federica,federica.park675@icloud.com,Spain,2025-08-01,italiana
Matteo Popov,matteo.popov402@gmail.com,Spain,2025-09-04,italiana
Ahmed Costa,ahmed.costa821@gmail.com,Italy,2026-02-15,halal
KENJI LOPEZ,kenji.lopez438@outlook.com,Japan,2025-10-29,senza glutine
Omar Kobayashi,omar.kobayashi690@outlook.com,France,2025-09-15,pesce
Nakamura Maria,maria.nakamura7@outlook.com,Switzerland,2025-02-20,vegetariana
amelia petrov,amelia.petrov119@yahoo.com,UK,2025-04-18,vegetariana
ERIK BIANCHI,erik.bianchi747@icloud.com,Italy,2025-07-01,vegetariana
Kenji Hassan,kenji.hassan370@yahoo.com,Italy,2024-09-14,kosher
LUCA KACZMAREK,luca.kaczmarek319@gmail.com,Spain,2025-07-30,italiana
SOPHIE SILVA,sophie.silva130@icloud.com,Switzerland,2024-09-11,pesce
Tanaka Elena,elena.tanaka686@yahoo.com,Japan,2025-10-26,italiana
Simone Tanaka,simone.tanaka551@outlook.com,Spain,2026-02-18,vegana
alessandro costa,alessandro.costa124@icloud.com,France,2025-10-22,senza glutine
Ingrid Ibrahim,ingrid.ibrahim935@icloud.com,Spain,2026-02-06,internazionale
Hans Kim,hans.kim909@gmail.com,Switzerland,2024-09-10,senza glutine
Emma Martinez,emma.martinez398@gmail.com,France,2024-10-20,pesce
Laura Yamamoto,laura.yamamoto917@yahoo.com,USA,2026-02-12,pesce
JOHN PATEL,john.patel529@gmail.com,Switzerland,2026-06-03,internazionale
Ananya Ibrahim,ananya.ibrahim243@yahoo.com,UAE,2026-03-05,vegana
  Matteo Dubois  ,matteo.dubois292@yahoo.com,UAE,2026-01-04,vegetariana
amelia popov,amelia.popov574@yahoo.com,USA,2026-02-22,pesce
ANNA SINGH,anna.singh888@outlook.com,Switzerland,2026-03-29,vegetariana
  Nikolai Hassan  ,nikolai.hassan925@yahoo.com,UAE,2026-03-12,vegana
INGRID KUMAR,ingrid.kumar355@outlook.com,UAE,2026-03-27,kosher
  Simone Ivanov  ,simone.ivanov128@icloud.com,Spain,2024-11-05,italiana
MARCO COSTA,marco.costa108@yahoo.com,Spain,2024-10-24,pesce
Esposito Giorgia,giorgia.esposito640@icloud.com,USA,2025-07-02,vegetariana
JEAN ROMANO,jean.romano990@outlook.com,UK,2025-09-23,pesce
Girard Olivia,olivia.girard523@outlook.com,Japan,2026-04-23,internazionale
Romano Henri,henri.romano201@outlook.com,Italy,2025-06-19,vegetariana
lucia fernandez,lucia.fernandez986@yahoo.com,Japan,2025-05-07,halal
Alessandro Fernandez,alessandro.fernandez713@icloud.com,UAE,2026-05-14,pesce
  Patricia Fernandez  ,patricia.fernandez632@outlook.com,Spain,2025-04-09,vegetariana
Maria Popov,maria.popov883@icloud.com,Germany,2026-06-12,internazionale
maria marino,maria.marino988@yahoo.com,USA,2025-01-19,halal
Olivia Kumar,olivia.kumar512@gmail.com,France,2025-07-01,internazionale
Priya Tanaka,priya.tanaka455@gmail.com,UAE,2025-07-22,italiana
james fischer,james.fischer219@outlook.com,Italy,2025-06-02,pesce
Youssef Kobayashi,youssef.kobayashi909@icloud.com,Spain,2024-09-11,senza glutine
YOUSSEF ROSSI,youssef.rossi65@icloud.com,USA,2025-03-25,internazionale
Aiko Bernard,aiko.bernard119@yahoo.com,Switzerland,2025-06-21,halal
  Marie Hassan  ,marie.hassan102@outlook.com,Netherlands,2025-06-09,pesce
HENRI FERREIRA,henri.ferreira657@gmail.com,UAE,2026-05-18,senza glutine
Ferrari Laura,laura.ferrari572@icloud.com,Japan,2024-10-06,pesce
JOHN GRECO,john.greco190@outlook.com,Spain,2025-07-16,vegetariana
Ananya Klein,ananya.klein655@outlook.com,USA,2024-09-28,internazionale
David Silva,david.silva362@outlook.com,Switzerland,2026-08-06,kosher
Kim Luca,luca.kim863@yahoo.com,Japan,2026-05-24,kosher
VALENTINA PETROV,valentina.petrov269@outlook.com,UK,2026-09-01,internazionale
Youssef Bianchi,youssef.bianchi645@gmail.com,UAE,2026-07-27,senza glutine
Matteo Al-Rashid,matteo.al-rashid876@yahoo.com,Netherlands,2025-06-10,internazionale
Isabella Meyer,isabella.meyer527@gmail.com,USA,2026-02-04,kosher
diego kim,diego.kim382@gmail.com,France,2025-06-05,vegana
  John Esposito  ,john.esposito628@icloud.com,Netherlands,2026-07-16,vegana
robert romano,robert.romano554@icloud.com,Italy,2025-07-27,vegana
Valentina Ferreira,valentina.ferreira474@icloud.com,Spain,2025-07-10,internazionale
omar meyer,omar.meyer656@yahoo.com,Switzerland,2026-07-29,vegetariana
ANNA FISCHER,anna.fischer284@yahoo.com,Japan,2026-06-20,vegetariana
SILVIA MOREAU,silvia.moreau877@icloud.com,Japan,2026-08-24,vegetariana
giulia esposito,giulia.esposito937@gmail.com,UK,2024-10-27,kosher
Muller Charlotte,charlotte.muller520@gmail.com,Italy,2025-04-02,senza glutine
Giorgia Lopez,giorgia.lopez671@yahoo.com,France,2025-06-02,vegetariana
Astrid Costa,astrid.costa701@gmail.com,Italy,2025-08-03,pesce
FEDERICA CONTI,federica.conti570@gmail.com,France,2025-08-27,vegetariana
OMAR FERNANDEZ,omar.fernandez343@gmail.com,Italy,2025-05-25,senza glutine
omar girard,omar.girard20@outlook.com,Switzerland,2026-05-24,italiana
Laura Costa,laura.costa617@yahoo.com,Switzerland,2025-03-11,internazionale
Valentina Fischer,valentina.fischer808@gmail.com,Germany,2026-02-10,senza glutine
ARJUN GIRARD,arjun.girard687@icloud.com,Netherlands,2026-06-28,vegana
william garcia,william.garcia410@outlook.com,Italy,2025-12-03,pesce
Layla Colombo,layla.colombo512@gmail.com,UAE,2025-06-29,kosher
  Olivia Meyer  ,olivia.meyer302@icloud.com,Germany,2025-01-31,halal
diego petrov,diego.petrov767@gmail.com,Japan,2024-12-19,senza glutine
MATTEO GRECO,matteo.greco799@gmail.com,France,2026-04-03,senza glutine
PIERRE KUMAR,pierre.kumar200@outlook.com,Japan,2025-08-25,internazionale
ROBERT KLEIN,robert.klein553@gmail.com,France,2024-10-05,halal
Ibrahim Yuki,yuki.ibrahim251@gmail.com,UK,2026-09-01,italiana
Sara Kobayashi,sara.kobayashi342@icloud.com,France,2026-01-13,internazionale
henri yamamoto,henri.yamamoto489@outlook.com,Japan,2026-06-24,vegana
Nowak Sophie,sophie.nowak318@gmail.com,Netherlands,2025-08-10,vegetariana
PRIYA GRECO,priya.greco958@outlook.com,Netherlands,2026-08-18,senza glutine
PAOLO FERREIRA,paolo.ferreira565@yahoo.com,USA,2025-02-13,vegetariana
CARLOS MULLER,carlos.muller520@yahoo.com,France,2025-01-28,kosher
CAMILLE LEROY,camille.leroy638@gmail.com,Netherlands,2026-07-17,italiana
Marco Wagner,marco.wagner653@outlook.com,Japan,2026-07-17,kosher
ROBERT SMITH,robert.smith686@yahoo.com,Spain,2025-09-09,internazionale
ROBERT GRECO,robert.greco813@outlook.com,France,2024-12-15,vegetariana
Elena Al-Rashid,elena.al-rashid611@yahoo.com,Italy,2025-06-04,vegetariana
elena ferreira,elena.ferreira966@yahoo.com,UAE,2026-04-14,vegetariana
OLGA TANAKA,olga.tanaka65@outlook.com,Spain,2026-06-25,vegana
ARJUN PETROV,arjun.petrov784@outlook.com,UK,2025-06-26,vegana
KENJI GIRARD,kenji.girard958@outlook.com,Switzerland,2024-10-21,halal
PATRICIA LEROY,patricia.leroy372@icloud.com,Switzerland,2026-01-07,halal
Fernandez Yuki,yuki.fernandez467@yahoo.com,USA,2026-03-29,internazionale
erik klein,erik.klein326@yahoo.com,UAE,2025-08-03,pesce
MARIA COSTA,maria.costa429@outlook.com,UAE,2025-11-14,vegana
Olivia Patel,olivia.patel516@gmail.com,Germany,2026-09-03,italiana
HANS NOVAK,hans.novak849@icloud.com,Italy,2025-04-04,italiana
jean bianchi,jean.bianchi780@yahoo.com,USA,2025-11-03,vegana
ANNA SILVA,anna.silva236@gmail.com,USA,2025-12-07,halal
GIULIA WATANABE,giulia.watanabe766@gmail.com,Switzerland,2025-10-08,halal
  Jean Popov  ,jean.popov950@icloud.com,Germany,2026-07-06,vegetariana
ELENA AL-FARSI,elena.al-farsi219@gmail.com,Germany,2025-12-04,senza glutine
AMELIA KACZMAREK,amelia.kaczmarek555@outlook.com,UK,2025-09-13,vegetariana
  Arjun Sokolov  ,arjun.sokolov151@icloud.com,Switzerland,2024-12-13,vegetariana
Thomas Popov,thomas.popov809@icloud.com,Netherlands,2026-02-17,vegetariana
  Ekaterina Martinez  ,ekaterina.martinez639@icloud.com,Spain,2024-12-18,vegetariana
MARCO ESPOSITO,marco.esposito892@outlook.com,UK,2024-09-23,vegana
fatima johnson,fatima.johnson770@gmail.com,Switzerland,2025-09-04,kosher
ananya dubois,ananya.dubois548@outlook.com,Italy,2025-11-03,vegana
federica al-rashid,federica.al-rashid702@yahoo.com,Netherlands,2026-09-09,vegana
valentina kobayashi,valentina.kobayashi508@gmail.com,Switzerland,2026-02-27,vegetariana
